40_grad,,60_grad,,50_grad,,20_grad,
X,Y,X,Y,X,Y,X,Y
1.80363333072693,6.027475280001,0.820583661306156,1.58319318376101,1.70849949175072,20.884075430289,2.27930252560794,4.42753372535458
2.42200328407225,28.8093447176818,1.20904683712565,11.4966632474147,1.97487424088409,39.7537456996658,3.32577475434618,10.9579074177889
3.08794015690567,56.5888935936736,1.4125275482692,27.6925946688826,2.04146792816744,55.4406362194206,4.24540186444948,18.4170453687027
3.35748603400492,77.9885653852424,1.23283029686971,19.7739119025752,2.55413361598364,90.5655813854863,5.03818385591784,27.0879304381016
3.91016833662858,99.3107537746667,1.62695620119969,41.967853351577,2.82292446261482,120.363434678372,5.7856640193023,35.903934922888
4.27711314410822,116.22753133983,1.70849949175072,57.1668316654541,3.26235219502871,144.222103135318,6.37005760158469,43.9145266522741
5.03818385591784,147.003213074493,1.86071363411265,67.7721585419674,3.52963298072376,163.829291005039,6.94086063544192,51.7945109078115
5.39969244402742,164.518711884854,2.08903484765554,101.584982327238,3.8965777882034,183.28306692135,7.51166366929914,60.3928362695166
6.08465608465608,179.261185980613,2.34272508492541,139.323286298739,4.48640758985587,199.023962594974,8.08246670315636,68.6646429466001
6.76116338404242,193.285940910555,2.18416868663174,129.397118286239,5.03818385591784,214.803522227126,8.62155845735484,76.065733131359
7.7278769396996,207.773381768778,2.61227096202466,158.18518231372,5.89438840670368,234.137056342116,9.21048222244563,84.9750286688943
8.70083665650168,222.590992855354,2.62812660185402,182.401984756498,6.75059295748951,249.708369613187,9.80846635315319,93.3712234163099
9.79487580472802,238.12784026527,2.50762373915083,169.90720309164,9.20028931112675,277.691020885268,10.4336315807111,102.420455532969
11.1267495503949,252.957230525173,2.91352811878263,192.850582664393,10.8624888865721,291.894583666313,10.9364818724425,110.676713701261
12.8391586519665,268.124023425852,2.9769506781001,204.115477283842,13.1879827282126,304.084614558857,11.5072849062997,118.404322570641
14.8369692704668,281.267884657715,3.23064091536998,218.509509297582,17.1915317851278,317.852819093739,12.0780879401569,126.371378475411
16.9299137279433,291.241546297069,3.5568140775741,226.59084674197,19.0228581854198,322.326125073057,12.6624815224393,134.437944836447
19.0228581854198,298.662425493018,3.56360935178669,235.896629253689,0.105820105820106,1.21065375302669,13.4099616858238,142.8388041365
21.1158026428962,304.183559614803,4.06306200641176,244.810589343861,1.05820105820106,4.84261501210654,14.2027436772921,151.78178810975
23.2087471003727,308.873555266642,4.50815246733614,254.951326777684,1.48148148148148,12.1065375302663,15.0906595077367,160.343833617608
25.4919592358016,313.335977289805,4.88868782324095,262.974357314104,2.01058201058201,48.4261501210654,15.959548570386,168.797039563926
31.8088461438215,321.3683369315,5.41871921182266,271.4055362063,2.32804232804233,61.5012106537531,17.0250475669195,176.851167117928
35.9355406700782,326.819989636221,5.98952224567988,280.684108827634,2.32804232804233,76.0290556900727,18.1234109805538,184.915189177525
38.0020590611724,328.246997220864,6.57391582796227,288.722687872845,2.43386243386243,83.2929782082325,19.1612346784761,192.454802440609
39.8761956890036,330.423788451675,7.32139599134673,296.955623277949,2.64550264550265,99.2736077481841,20.2595980921104,199.163277233746
44.2197349656885,333.844460385807,8.08246670315636,305.200220064648,2.85714285714286,110.89588377724,21.4012041598248,205.69365092618
51.4000747169877,339.348632498002,8.84353741496599,312.546890468636,2.85714285714286,126.876513317191,22.5341616967233,212.105290551479
60.5963458180207,342.66823912499,9.68071519795658,320.171101754553,3.17460317460317,137.046004842615,23.6315641624892,218.101360941805
67.3127948497407,344.398788153485,10.7462141944901,326.505564236215,3.28042328042328,153.753026634383,24.3503531680872,220.713510418779
70.4902650715459,346.096685313518,11.8878202622045,332.219641217095,3.5978835978836,173.365617433414,28.3459744050877,240.957668865325
75.3420908593322,347.402760052004,13.0430168783441,338.073654777098,4.12698412698413,190.799031476998,35.3858784893268,264.467014158089
88.4705606380483,352.30054032133,14.1710323976334,342.069621536516,4.76190476190476,208.232445520581,39.1912320483749,276.22168680447
96.5379101832304,353.541311322893,15.3126384653478,345.008289698112,5.60846560846561,225.665859564165,44.0430578361613,287.976359450852
0.105820105820106,1.21065375302669,16.4542445330623,347.402760052004,6.24338624338624,241.646489104116,48.7046159459953,295.15977051253
1.05820105820106,1.93704600484267,17.5958506007767,349.470711721275,7.1957671957672,257.627118644068,87.5192222482863,332.382900559406
2.11640211640212,16.4648910411623,18.7374566684911,351.429823829006,8.46560846560847,271.428571428571,0.423280423280422,1.21065375302669
2.43386243386243,36.0774818401937,19.4985273803008,351.974021636708,10.0529100529101,285.230024213075,1.37566137566138,2.66343825665859
2.64550264550265,44.0677966101695,2.32804232804233,148.668280871671,12.2751322751323,299.031476997579,25.1851851851852,226.392251815981
3.17460317460317,64.4067796610169,3.06878306878307,211.138014527845,14.1798941798942,308.474576271186,26.5608465608466,232.929782082324
3.7037037037037,87.6513317191284,2.11640211640212,118.886198547216,18.0952380952381,320.823244552058,30.0529100529101,245.278450363196
5.18518518518518,155.205811138015,1.90476190476191,88.3777239709443,1.90476190476191,30.2663438256659,32.0634920634921,253.268765133172
6.56084656084656,186.440677966102,1.7989417989418,76.7554479418886,2.22222222222222,68.0387409200969,34.0740740740741,259.806295399516
6.45502645502646,186.440677966102,1.58730158730159,49.8789346246974,2.75132275132275,104.358353510896,36.9312169312169,269.249394673123
4.65608465608466,131.234866828087,1.48148148148148,35.3510895883777,5.29100529100529,220.581113801453,40.952380952381,280.145278450363
5.82010582010582,171.912832929782,0.105820105820106,1.21065375302669,7.93650793650794,264.891041162228,42.7513227513227,283.777239709443
7.08994708994709,200.242130750605,,,15.1322751322751,312.106537530266,45.8201058201058,289.588377723971
8.14814814814815,214.769975786925,,,16.2962962962963,315.738498789346,47.5132275132275,291.767554479419
9.31216931216931,230.024213075061,,,11.6402116402116,296.125907990315,51.2169312169312,298.305084745763
10.4761904761905,246.731234866828,,,,,53.7566137566138,302.663438256659
12.1693121693122,261.985472154964,,,,,52.6984126984127,301.937046004843
13.8624338624339,275.786924939467,,,,,55.2380952380952,306.295399515738
15.8730158730159,286.682808716707,,,,,57.3544973544974,307.74818401937
27.4074074074074,316.464891041162,,,,,59.7883597883598,311.38014527845
29.4179894179894,318.64406779661,,,,,63.0687830687831,314.285714285714
34.0740740740741,323.728813559322,,,,,65.8201058201058,317.917675544794
41.6931216931217,331.719128329298,,,,,67.8306878306878,319.370460048426
46.7724867724868,334.624697336562,,,,,69.6296296296296,320.823244552058
49.1005291005291,336.077481840194,,,,,71.5343915343915,323.002421307506
53.3333333333333,339.709443099274,,,,,73.968253968254,325.181598062954
56.6137566137566,340.43583535109,,,,,75.8730158730159,325.90799031477
58.4126984126984,341.888619854722,,,,,78.4126984126984,326.634382566586
62.962962962963,342.615012106538,,,,,80.3174603174603,328.813559322034
65.1851851851852,344.794188861986,,,,,82.3280423280423,329.53995157385
68.8888888888889,345.520581113801,,,,,84.1269841269841,330.992736077482
72.3809523809524,346.973365617433,,,,,86.031746031746,330.992736077482
76.7195767195767,348.426150121065,,,,,89.8412698412698,333.898305084746
78.8359788359788,349.152542372881,,,,,92.4867724867725,335.351089588378
82.1164021164021,349.878934624697,,,,,94.7089947089947,335.351089588378
84.7619047619048,350.605326876513,,,,,96.9312169312169,337.530266343826
90.6878306878307,352.784503631961,,,,,98.5185185185185,337.530266343826
93.8624338624339,353.510895883777,,,,,100,338.983050847458
98.0952380952381,353.510895883777,,,,,,
100.21164021164,354.237288135593,,,,,,
17.989417989418,294.673123486683,,,,,,
20,301.937046004843,,,,,,
22.1164021164021,306.295399515738,,,,,,
24.2328042328042,311.38014527845,,,,,,
26.5608465608466,315.01210653753,,,,,,
54.9206349206349,338.983050847458,,,,,,
