40_grad,,60_grad,,50_grad,,30_grad,,20_grad,
X,Y,X,Y,X,Y,X,Y,X,Y
90.6878306878307,352.7845036319613,,,,,76.4021164021164,362.22760290556903,98.51851851851852,337.5302663438257
93.86243386243387,353.51089588377727,,,,,77.77777777777779,363.680387409201,100.00000000000001,338.98305084745766
98.09523809523809,353.51089588377727,,,,,80,365.13317191283295,,
100.21164021164022,354.23728813559325,,,,,81.58730158730158,365.85956416464893,,
17.989417989417987,294.6731234866828,,,,,83.4920634920635,367.3123486682809,,
20,301.9370460048426,,,,,84.76190476190476,368.03874092009687,,
22.11640211640212,306.2953995157385,,,,,86.45502645502646,367.3123486682809,,
24.232804232804234,311.3801452784504,,,,,87.83068783068784,368.03874092009687,,
26.560846560846564,315.01210653753026,,,,,89.52380952380953,368.76513317191285,,
54.920634920634924,338.98305084745766,,,,,90.5820105820106,370.2179176755448,,
,,,,,,94.17989417989418,371.67070217917677,,
,,,,,,95.44973544973544,371.67070217917677,,
,,,,,,96.93121693121694,373.12348668280873,,
,,,,,,98.09523809523809,372.39709443099275,,
,,,,,,24.867724867724867,297.57869249394673,,
,,,,,,26.560846560846564,304.1162227602906,,
,,,,,,28.888888888888886,310.6537530266344,,
,,,,,,33.22751322751323,321.54963680387414,,
,,,,,,35.97883597883598,326.63438256658594,,
,,,,,,42.01058201058201,333.8983050847458,,
,,,,,,45.60846560846561,337.5302663438257,,
,,,,,,51.42857142857143,344.0677966101695,,
,,,,,,54.60317460317461,345.5205811138015,,
,,,,,,58.51851851851852,350.60532687651335,,
,,,,,,61.058201058201064,352.7845036319613,,
,,,,,,99.57671957671958,373.12348668280873,,
