20_grad,,30_grad,,40_grad,,50_grad,,60_grad,
X,Y,X,Y,X,Y,X,Y,X,Y
2.27930252560794,4.42753372535458,1.20111901721097,1.51063347606731,1.80363333072693,6.027475280001,1.70849949175072,20.884075430289,0.820583661306156,1.58319318376101
3.32577475434618,10.9579074177889,4.46738082206062,61.27806470338,2.42200328407225,28.8093447176818,1.97487424088409,39.7537456996658,1.20904683712565,11.4966632474147
4.24540186444948,18.4170453687027,5.03818385591784,77.5550211317726,3.08794015690567,56.5888935936736,2.04146792816744,55.4406362194206,1.4125275482692,27.6925946688826
5.03818385591784,27.0879304381016,5.60898688977507,93.3012551267481,3.35748603400492,77.9885653852424,2.55413361598364,90.5655813854863,1.23283029686971,19.7739119025752
5.7856640193023,35.903934922888,6.17978992363229,109.580543831459,3.91016833662858,99.3107537746667,2.82292446261482,120.363434678372,1.62695620119969,41.967853351577
6.37005760158469,43.9145266522741,6.75059295748951,126.061185725021,4.27711314410822,116.22753133983,3.26235219502871,144.222103135318,1.70849949175072,57.1668316654541
6.94086063544192,51.7945109078115,7.43767068342876,143.133880281121,5.03818385591784,147.003213074493,3.52963298072376,163.829291005039,1.86071363411265,67.7721585419674
7.51166366929914,60.3928362695166,8.34672736697915,159.2586628781,5.39969244402742,164.518711884854,3.8965777882034,183.28306692135,2.08903484765554,101.584982327238
8.08246670315636,68.6646429466001,9.17122063810624,174.492112811839,6.08465608465608,179.261185980613,4.48640758985587,199.023962594974,2.34272508492541,139.323286298739
8.62155845735484,76.065733131359,10.0327104021685,188.388160641229,6.76116338404242,193.285940910555,5.03818385591784,214.803522227126,2.18416868663174,129.397118286239
9.21048222244563,84.9750286688943,11.2218833893711,204.574158293191,7.7278769396996,207.773381768778,5.89438840670368,234.137056342116,2.61227096202466,158.18518231372
9.80846635315319,93.3712234163099,12.6488909740141,219.489065351447,8.70083665650168,222.590992855354,6.75059295748951,249.708369613187,2.62812660185402,182.401984756498
10.4336315807111,102.420455532969,14.2661662366096,233.701698095954,9.79487580472802,238.12784026527,9.20028931112675,277.691020885268,2.50762373915083,169.90720309164
10.9364818724425,110.676713701261,16.0737091771575,247.48804255776,11.1267495503949,252.957230525173,10.8624888865721,291.894583666313,2.91352811878263,192.850582664393
11.5072849062997,118.404322570641,18.0715197956577,261.49866247971,12.8391586519665,268.124023425852,13.1879827282126,304.084614558857,2.9769506781001,204.115477283842
12.0780879401569,126.371378475411,20.1644642531342,274.618776898146,14.8369692704668,281.267884657715,17.1915317851278,317.852819093739,3.23064091536998,218.509509297582
12.6624815224393,134.437944836447,22.2574087106107,285.482944041014,16.9299137279433,291.241546297069,19.0228581854198,322.326125073057,3.5568140775741,226.59084674197
13.4099616858238,142.8388041365,23.9969989090327,293.014076299302,19.0228581854198,298.662425493018,0.105820105820106,1.21065375302669,3.56360935178669,235.896629253689
