0.018, 2.196
0.025, 4.677
0.035, 6.044
0.047, 9.395
0.060, 12.498
0.075, 14.982
0.090, 16.970
0.106, 18.710
0.139, 21.572
0.171, 24.309
0.206, 27.171
0.236, 29.722
0.264, 31.714
0.315, 34.643
0.359, 36.764
0.398, 38.388
0.431, 39.638
0.461, 40.887
0.487, 41.948
